context_participant,context_block_code,subject,grade,blockContent,language,accommodation,modality,context_accession_number,context_accession_number,act_seq_acc,n_enter_item,n_enter_block,n_update_singleselect,n_next_button,n_trigger_scroll,n_change_language,n_clear_singleselect,n_click_itemtab,n_in_zoom,n_out_zoom,n_change_theme,n_activate_tts,n_speak_tts,n_deactivate_tts,n_top_button,n_more_button,n_bottomreached_scroll,n_update_textinput,n_activate_scratchwork,n_start_scratchwork,n_end_scratchwork,n_update_scratchwork,n_clear_scratchwork,n_deactivate_scratchwork,n_highlightmode_scratchwork,n_drawmode_scratchwork,n_erasemode_scratchwork,n_previous_button,n_show_help,n_hide_help,n_hide_timer,n_show_timer,enter_item_bool,enter_block_bool,update_singleselect_bool,next_button_bool,trigger_scroll_bool,change_language_bool,clear_singleselect_bool,click_itemtab_bool,i_bool,out_zoom_bool,change_theme_bool,activate_tts_bool,speak_tts_bool,deactivate_tts_bool,top_button_bool,more_button_bool,bottomreached_scroll_bool,update_textinput_bool,activate_scratchwork_bool,start_scratchwork_bool,end_scratchwork_bool,update_scratchwork_bool,clear_scratchwork_bool,deactivate_scratchwork_bool,highlightmode_scratchwork_bool,drawmode_scratchwork_bool,erasemode_scratchwork_bool,previous_button_bool,show_help_bool,hide_help_bool,hide_timer_bool,show_timer_bool,n_modalitychanged,modalitychanged_bool
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH152978,VH152978,"['update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH152978,VH152978,"['update_singleselect', 'update_textinput', 'update_textinput', 'update_singleselect', 'update_singleselect', 'trigger_scroll', 'update_textinput', 'next_button', 'click_itemtab', 'click_itemtab']",0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH152978,VH152978,"['more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'update_textinput', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'next_button']",0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH152978,VH152978,"['update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'trigger_scroll', 'update_textinput', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'update_textinput', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'trigger_scroll', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput']",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH152978,VH152978,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'activate_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'click_itemtab', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'trigger_scroll', 'activate_tts', 'speak_tts', 'deactivate_tts', 'trigger_scroll', 'activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'trigger_scroll', 'trigger_scroll', 'update_textinput', 'activate_tts', 'speak_tts', 'trigger_scroll', 'deactivate_tts', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'click_itemtab']",0,0,2,0,7,0,0,2,0,0,0,5,15,5,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH152978,VH152978,"['update_singleselect', 'next_button', 'click_itemtab', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'next_button']",0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
MX63FB,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH152978,VH152978,"['update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
MX63FB,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH152978,VH152978,['update_textinput'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
MX63FB,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH152978,VH152978,"['trigger_scroll', 'trigger_scroll', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'trigger_scroll', 'activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'trigger_scroll', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'next_button']",0,0,1,1,7,0,0,0,0,0,0,1,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH152978,VH152978,"['update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH152978,VH152978,"['update_singleselect', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'update_textinput', 'next_button']",0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH152978,VH152978,"['update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH152978,VH152978,"['trigger_scroll', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'trigger_scroll', 'update_singleselect', 'trigger_scroll', 'trigger_scroll', 'update_textinput', 'update_textinput', 'click_itemtab']",0,0,1,0,7,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
